origin_country,destination_country,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_status
UK,Finland,Medicine,-0.9199289157542827,Yes,Political Stability,-0.06152952227925429,-2.0303949838105226,J1,Post-Study Visa,Duolingo,-2.454645014232321,0
USA,South Africa,Business,-1.8379276407007374,No,Scholarship,-2.261798654557509,-0.05500515119773069,Schengen Student Visa,Post-Study Visa,IELTS,0.05913212552424572,1
Canada,South Africa,Engineering,1.7116891152153497,Yes,Quality of Life,1.5254882823504865,-0.45018546641876855,F1,Post-Study Visa,Duolingo,-0.22732860526541232,1
UK,Germany,Arts,-0.9391159175134289,Yes,Quality of Life,-0.8096847224694248,-0.7734940980052545,J1,OPT,TOEFL,-0.09023735223739772,1
Finland,USA,Business,-1.7869176513101022,No,Quality of Life,-0.8327711501420567,0.45935801313409486,J1,PSW,TOEFL,0.6948338351798198,0
India,UAE,Social Sciences,1.7089488412912293,No,Political Stability,1.5646289489497327,0.46260537178792877,Study Permit,PSW,TOEFL,1.456894311153511,1
Ireland,South Africa,Computer Science,-0.9536590201665024,No,Higher Ranking,-0.7358819850627933,-0.14176798859037915,Tier 4,Post-Study Visa,PTE,1.244642219077933,0
Finland,UAE,Natural Sciences,0.03855401008863652,No,Quality of Life,-0.7867343837666378,-0.5429140596560323,Student Visa,OPT,None,0.8549712663037722,1
Ireland,UK,Computer Science,-0.053246640306595684,Yes,Political Stability,-0.7556760647113658,-1.2065597171047764,Schengen Student Visa,Blue Card,None,-2.499975444527425,1
USA,Ireland,Engineering,-0.9333162456922744,Yes,Higher Ranking,-1.5440714017507495,1.4903610529527807,Tier 4,Work Permit,None,-2.491546996828757,1
UK,Ireland,Computer Science,1.8982496141560976,Yes,Quality of Life,2.3503957930408754,-0.9888322614644811,Tier 4,OPT,TOEFL,1.3028281483814395,1
South Africa,Finland,Medicine,-0.9214868134924725,Yes,Political Stability,-0.768085070316741,-0.8283559502904951,Study Permit,Blue Card,PTE,1.1073339006315928,1
Germany,Finland,Business,-0.06621113196183186,Yes,Quality of Life,0.757026203914962,0.7337986857515966,Tier 4,OPT,Duolingo,1.026911666949179,0
Ireland,Ireland,Law,0.9491190037213059,No,Job Opportunities,0.7848580374214168,1.9100330207204061,Student Visa,Blue Card,None,-2.4111314840936053,1
Ireland,UK,Computer Science,-1.8281655784749218,No,Job Opportunities,-0.8847319105214286,-0.05003708547518305,Student Visa,PSW,Duolingo,-0.09262683952837844,0
South Africa,South Africa,Social Sciences,-0.8687376647620957,Yes,Scholarship,-1.5729074779332874,2.165862223007117,F1,PSW,IELTS,-0.09388466635366434,0
Finland,Germany,Natural Sciences,1.855012968365663,No,Job Opportunities,1.5716004047171246,1.7702222221953134,F1,Blue Card,TOEFL,0.3650515749397465,0
South Africa,South Africa,Computer Science,-0.9204518127625478,Yes,Higher Ranking,0.08149877449659874,2.141188626976443,Study Permit,OPT,Duolingo,0.25508216469709954,0
Germany,USA,Natural Sciences,0.0023258243059890906,No,Higher Ranking,0.7091466094492022,-2.169511788212675,Tier 4,Blue Card,PTE,0.6916722197784899,0
Finland,Finland,Medicine,-0.9438931964464798,Yes,Political Stability,-1.598128297572973,-2.2518560348295185,Tier 4,Work Permit,IELTS,0.4169450669871508,1
Germany,Ireland,Natural Sciences,-0.03624942258577236,Yes,Job Opportunities,-0.0681807522013873,-1.499731842181502,F1,Blue Card,IELTS,0.051696570791265474,0
USA,Finland,Engineering,-0.9282730808882295,No,Higher Ranking,-0.0633733643376892,-1.7356534575190958,Tier 4,Post-Study Visa,None,-2.597812670023736,0
Finland,Canada,Medicine,1.7732605995189017,No,Scholarship,2.3556633404390035,1.0211603346075466,Student Visa,OPT,PTE,0.23484824584349462,1
Russia,UK,Social Sciences,-0.9658916943140372,No,Job Opportunities,-0.07718032912701764,1.3906511402478612,Study Permit,PSW,TOEFL,1.4869551966441064,0
Canada,South Africa,Medicine,0.8718258876738996,No,Scholarship,0.7735685190542718,-1.774088200764977,Student Visa,Work Permit,TOEFL,1.0595679723838258,1
Ireland,South Africa,Law,1.772407320831652,Yes,Higher Ranking,2.279474283652979,-0.8671983117536576,Schengen Student Visa,PSW,None,-2.551086000498678,1
South Africa,Ireland,Computer Science,-0.9643319990696898,No,Scholarship,-0.795638938460619,2.1393385782861754,Student Visa,OPT,PTE,0.3661469605898936,0
Russia,South Africa,Computer Science,-0.8798315073113605,Yes,Scholarship,-1.5871312469932168,-0.8090078465191743,Tier 4,Work Permit,IELTS,0.22643578368387646,0
UAE,Canada,Natural Sciences,-0.996196323281105,Yes,Scholarship,-1.6200451773751041,0.35787800039649065,Student Visa,Work Permit,IELTS,0.9251700183234858,0
India,Finland,Law,1.8345816106218924,Yes,Higher Ranking,2.3116015339168583,-0.6670723575804134,Student Visa,Work Permit,None,-2.479173642464755,0
Canada,Finland,Natural Sciences,-0.9194628781529592,Yes,Higher Ranking,-1.5694926227333865,-1.6197998643833118,J1,PSW,Duolingo,0.8806308490597056,0
Russia,UAE,Medicine,-1.8122571412002833,No,Scholarship,-2.4053794202977405,0.0401039130608998,Study Permit,Work Permit,PTE,0.6345206725835645,0
Germany,Canada,Arts,0.9214127063973525,Yes,Higher Ranking,-0.06612879097635369,0.29775496062661094,Tier 4,Work Permit,None,-2.4475768701787994,1
Germany,India,Law,0.017791063127248964,Yes,Political Stability,-0.8365389115990812,-1.429138906130054,Tier 4,Work Permit,PTE,1.3238638523323782,0
UAE,UK,Law,1.8688155043377208,Yes,Higher Ranking,1.5274954582320648,1.4938181162036885,J1,Blue Card,Duolingo,0.16399828852118314,1
UK,Ireland,Computer Science,0.9421775983222622,Yes,Higher Ranking,1.6092343776056166,-0.765466458305652,Schengen Student Visa,Post-Study Visa,None,1.020637874779277,1
Ireland,South Africa,Computer Science,0.030236897671458332,No,Higher Ranking,0.7775370190668282,-0.7417672065777622,Tier 4,OPT,PTE,0.32889705385227097,1
USA,Finland,Law,0.8433179519868783,Yes,Higher Ranking,1.5711353133574024,0.39910648303697205,Tier 4,OPT,Duolingo,1.1803746501007701,0
Finland,Germany,Medicine,0.9239351676107551,No,Quality of Life,0.020384437655824445,-1.6689549104803814,Student Visa,Work Permit,PTE,-0.243974633332843,1
Ireland,Germany,Engineering,1.8576765646939475,Yes,Higher Ranking,0.8950451877920629,2.3034464059222612,F1,PSW,Duolingo,0.19656443776714846,0
South Africa,USA,Social Sciences,-0.9324513217701317,Yes,Job Opportunities,-0.012417604115538905,0.6364105128039367,Schengen Student Visa,Post-Study Visa,IELTS,0.6988680080578277,0
USA,UK,Engineering,-0.9600533816065423,No,Political Stability,-0.7526413458950201,1.497554331194179,Student Visa,OPT,PTE,0.2270394841884214,1
Canada,Canada,Natural Sciences,-0.030257719176819797,Yes,Higher Ranking,0.7423446827376292,0.2568741639561694,J1,OPT,Duolingo,-2.4610489294482467,0
UK,USA,Medicine,0.9312596221485206,Yes,Political Stability,1.5636703490587234,0.5594887435607702,Student Visa,OPT,IELTS,1.1546805538911127,1
UAE,Ireland,Law,1.7641297604602646,No,Quality of Life,1.522472023743569,-1.4003946233776092,Study Permit,OPT,IELTS,-0.06743137771789007,1
UAE,Ireland,Business,-1.8204882740892723,No,Scholarship,-1.4621851408017057,-1.8763485827263584,Tier 4,Work Permit,IELTS,0.5956276961655917,1
USA,Finland,Computer Science,-0.999543524074073,No,Scholarship,-1.6154602940274059,1.9761989308374488,Study Permit,Blue Card,Duolingo,-0.2387114941951578,0
USA,UAE,Engineering,-0.925265311386044,No,Political Stability,-1.535000363067696,1.2204692568807753,Study Permit,PSW,Duolingo,1.205955628866324,0
Ireland,Canada,Engineering,1.8314958929163963,No,Political Stability,1.581796168794097,1.1917620820286117,J1,Post-Study Visa,IELTS,1.2633910061958549,0
Finland,UK,Computer Science,0.8547789763041109,No,Scholarship,0.7564612257335931,0.0333603569970856,J1,Work Permit,IELTS,1.1165061861027223,0
Germany,South Africa,Natural Sciences,1.774439629597123,Yes,Higher Ranking,1.6337156985683894,1.7686971395271156,Tier 4,Post-Study Visa,TOEFL,0.9573158458164857,1
USA,Russia,Computer Science,-0.015051951440326741,Yes,Political Stability,-0.7958918313273592,1.9469482792249457,Student Visa,OPT,PTE,0.12551059936344933,0
India,Russia,Natural Sciences,0.8473011239478123,No,Quality of Life,1.565351965370237,0.3764675013707067,J1,PSW,IELTS,-0.27255223347871665,0
Canada,Russia,Computer Science,-0.01660611433291586,No,Quality of Life,0.017464219497340828,-1.2411251837288855,J1,Work Permit,Duolingo,-0.29370939264680435,1
South Africa,Finland,Arts,0.8774703602044683,Yes,Job Opportunities,0.7468785723451855,2.237456306294041,Study Permit,PSW,None,0.21805160639357213,0
South Africa,USA,Engineering,-0.9654203893027377,Yes,Political Stability,-0.7612485427239657,-1.0186964378179932,Tier 4,Post-Study Visa,None,-2.463632835694383,0
Ireland,UAE,Business,1.753781740627721,Yes,Scholarship,1.539398726384066,0.0830874124024678,Schengen Student Visa,Post-Study Visa,None,-2.444749133490232,1
India,Ireland,Medicine,1.8464757764209025,Yes,Political Stability,0.6720352017046065,-1.1082418478586444,Student Visa,PSW,IELTS,-0.220596280416212,1
USA,Finland,Medicine,1.0150261428987108,Yes,Job Opportunities,-0.008866023885740395,0.28380060302446136,Study Permit,OPT,Duolingo,0.5694827852763842,1
South Africa,UAE,Law,-0.005889448759343019,Yes,Job Opportunities,-0.8783017233886077,1.6236845853074613,Study Permit,Post-Study Visa,IELTS,1.0562207047916825,1
USA,USA,Social Sciences,1.867106745859003,Yes,Quality of Life,1.5658825235015847,-0.3275203321705594,Student Visa,PSW,None,-2.526827626299621,0
UAE,Canada,Business,-1.7626081556386253,No,Quality of Life,-1.5967833160309808,1.591806648505586,J1,PSW,IELTS,0.03844089170412287,1
USA,Ireland,Medicine,1.815728002047362,Yes,Quality of Life,1.5968039106256768,-1.7514764942597927,Schengen Student Visa,PSW,IELTS,0.23193808076228264,1
South Africa,Germany,Medicine,-1.8207583895206458,No,Job Opportunities,-0.7573661967858981,0.15526605343347227,Study Permit,OPT,None,0.2642345032504777,0
South Africa,Germany,Engineering,-0.12747475300326777,Yes,Job Opportunities,0.7566548811980848,-0.3987632089151008,F1,PSW,PTE,1.0682954822897386,1
Finland,Canada,Social Sciences,-1.0796933157391613,No,Political Stability,0.06087223082247212,-0.639013115068691,Schengen Student Visa,OPT,None,-2.4330775829703373,1
Canada,USA,Natural Sciences,-0.08394417979825507,Yes,Quality of Life,0.7735285194778917,-0.3976475098257854,F1,OPT,Duolingo,0.3433230944619371,1
South Africa,UAE,Arts,-0.03596151751572876,Yes,Quality of Life,0.7388582206723022,1.3491631057244347,F1,PSW,TOEFL,0.1876174384993531,1
UK,Canada,Medicine,-0.9371972301425925,No,Scholarship,-1.6125608674930967,1.952831762524561,Tier 4,OPT,IELTS,0.4363002459432908,0
USA,Russia,Natural Sciences,1.887571097659419,Yes,Scholarship,1.6081914493880425,1.6519893336900822,Schengen Student Visa,Post-Study Visa,Duolingo,0.45915909799835386,1
Canada,UK,Arts,-1.8748580077002115,No,Scholarship,-0.8312832531185966,-2.031601401967881,J1,Post-Study Visa,IELTS,1.0500940557675613,1
UAE,Germany,Natural Sciences,-0.9665620170198915,Yes,Political Stability,-0.8230259898683621,-0.9172865856618012,Schengen Student Visa,Work Permit,PTE,-2.527297245259049,1
Ireland,UK,Arts,0.03818793634847247,Yes,Quality of Life,0.733866504776956,0.23413299584415898,J1,Blue Card,None,0.9689433607029695,1
India,South Africa,Arts,0.8587177069340407,Yes,Quality of Life,0.04867202982985551,-2.16941787703939,Study Permit,Post-Study Visa,IELTS,-0.23353079428036538,0
Ireland,USA,Medicine,-0.988806323864214,No,Political Stability,-0.028620496171880196,-0.0030101886067489085,Schengen Student Visa,Work Permit,PTE,-2.4157974494840224,0
Ireland,Finland,Law,-1.749189743536638,Yes,Political Stability,-2.426694150853153,-0.023532056415077607,Study Permit,Work Permit,IELTS,0.8637758589889355,1
Russia,Ireland,Engineering,-1.7835435199025331,Yes,Quality of Life,-1.6246442841794912,-2.004304426622208,Student Visa,PSW,None,0.9446650785895256,1
Russia,Finland,Arts,1.8689002370289312,Yes,Scholarship,0.6976961621648257,-0.16006129873276032,Study Permit,Post-Study Visa,TOEFL,-0.16065854358279869,0
UAE,UK,Natural Sciences,0.018582861565725396,No,Higher Ranking,0.6623852733245746,1.6562492325174558,Tier 4,Post-Study Visa,TOEFL,0.5674141172841786,1
Canada,USA,Business,1.8250949266949357,No,Political Stability,2.3952164251603754,-1.5588664821136133,Study Permit,PSW,None,-2.4866935612874825,1
UAE,Canada,Engineering,-0.9050772907538326,Yes,Quality of Life,-1.4950027031654682,-0.4519089266077122,Student Visa,Post-Study Visa,Duolingo,1.4189653755567033,0
Germany,South Africa,Arts,1.8725813459938991,Yes,Quality of Life,2.392632247032339,0.7233772595887497,Student Visa,Post-Study Visa,PTE,0.8099902546800154,0
USA,Canada,Computer Science,1.8184308365117692,No,Job Opportunities,2.372129231972068,-0.15109735480109387,Tier 4,PSW,None,0.051650608770613136,1
India,Canada,Computer Science,-0.9508452531984841,Yes,Quality of Life,-0.8884421115620567,-1.3390251351491744,Schengen Student Visa,Work Permit,IELTS,0.8056436780434932,1
UAE,South Africa,Business,-0.9692005263778264,Yes,Scholarship,-0.84358200313508,0.4569912934403504,Tier 4,PSW,PTE,0.4616790495491363,1
Ireland,Russia,Social Sciences,-0.08175154439344344,No,Political Stability,0.7931627540376324,2.1524444883709393,F1,Work Permit,Duolingo,0.7300862013933149,0
UAE,India,Business,1.8463933205881238,Yes,Scholarship,1.5325714223945566,-0.16298477208973036,Student Visa,Work Permit,None,-2.453769306859178,0
India,Finland,Computer Science,1.7271460482213272,Yes,Quality of Life,2.377354904023727,-1.982391402630648,Tier 4,Blue Card,PTE,0.8570247111473077,0
UAE,Canada,Medicine,-0.03607165944751433,Yes,Job Opportunities,-0.7785510618930594,1.8766643437477755,Study Permit,Blue Card,Duolingo,1.106462196252869,0
Ireland,USA,Business,-1.9072121216270854,Yes,Quality of Life,-0.815831363488867,1.100877334760517,Study Permit,Blue Card,IELTS,0.2596031408963656,0
USA,UK,Engineering,1.8144468850844053,No,Scholarship,2.410413454885581,1.3589656071359806,Tier 4,Post-Study Visa,TOEFL,1.3447367727537693,0
Finland,UAE,Social Sciences,1.7500653358229705,Yes,Higher Ranking,0.718945098090979,-1.9360989589365145,Schengen Student Visa,PSW,Duolingo,0.6434114937701763,1
Finland,UAE,Law,0.06572162555624472,No,Quality of Life,0.07431984900843558,1.712531600702336,J1,Work Permit,TOEFL,1.343130964718615,1
Germany,Canada,Business,1.7767213584566066,Yes,Political Stability,2.3105206661240083,1.5775026825337446,J1,Work Permit,TOEFL,1.3214321881266162,0
Canada,India,Engineering,-1.020200021243148,Yes,Higher Ranking,-1.6476465150782782,1.4780555807461395,Study Permit,Blue Card,TOEFL,1.061410122845189,0
Finland,India,Arts,-1.8073256912754314,No,Political Stability,-0.8251436733573285,2.157397642675628,Tier 4,PSW,TOEFL,0.1119955980916605,1
UK,USA,Computer Science,-0.009882734238458299,Yes,Scholarship,-0.10304749386395759,-1.5145604744256347,Schengen Student Visa,Work Permit,Duolingo,-0.09050574368715028,0
Germany,Germany,Engineering,-1.7622223571732445,No,Job Opportunities,-0.7367195785968346,-1.3797594515985163,Student Visa,Blue Card,PTE,0.982442207037192,1
UK,South Africa,Medicine,1.0156150449734846,Yes,Higher Ranking,0.04625847469143533,1.7777330000912144,J1,Post-Study Visa,Duolingo,-0.03103077946955235,0
USA,South Africa,Medicine,-0.002136756828767742,No,Political Stability,-0.043831865142137785,-2.1121215941990736,F1,Blue Card,None,0.19015007932628997,0
Canada,Germany,Law,-0.07228961136328228,No,Scholarship,-0.8156098604486195,-0.5248144936023438,Schengen Student Visa,Blue Card,TOEFL,0.3361754583882927,1
USA,UAE,Business,0.9987460219402686,Yes,Quality of Life,-0.0024942616246770195,0.06845984674157767,Schengen Student Visa,PSW,TOEFL,0.373287135354483,0
India,Ireland,Arts,0.9813519160815711,No,Job Opportunities,1.6041348345258541,0.31170398039835145,Student Visa,Post-Study Visa,Duolingo,0.5401434234599691,1
Finland,Canada,Natural Sciences,-0.9439438675448354,No,Job Opportunities,-1.5416319211055083,0.8028156798024696,Schengen Student Visa,OPT,Duolingo,0.4165719952055636,1
USA,Canada,Engineering,1.752757545069544,No,Political Stability,2.27440997255878,-1.5295274991523098,F1,Post-Study Visa,PTE,1.2200481905357061,0
India,South Africa,Medicine,0.908490721021812,No,Higher Ranking,0.7531420472973369,-1.6952053014735762,Study Permit,OPT,Duolingo,0.17178113338441037,0
South Africa,Canada,Natural Sciences,1.7557188793350205,No,Quality of Life,1.5569036129185367,0.10999875657570735,Study Permit,Work Permit,IELTS,0.7128425101043001,0
Canada,India,Medicine,1.7545304841873035,No,Job Opportunities,1.4898950963192377,0.2936743461720635,Student Visa,Work Permit,None,-2.4126868515250677,1
South Africa,Canada,Engineering,-0.9209663674129683,Yes,Quality of Life,0.00827702926404962,1.5119031071644118,Study Permit,PSW,IELTS,0.2670852406026604,1
India,Germany,Law,-0.020044880549394184,No,Quality of Life,0.05465973734627497,0.1988568905372967,Tier 4,Post-Study Visa,TOEFL,-0.006367109519870694,0
Canada,UK,Business,0.888959019102359,Yes,Political Stability,0.7388351005774113,0.3393758678063097,F1,Post-Study Visa,TOEFL,0.9464895489671868,1
India,Russia,Computer Science,-0.8887252852678452,Yes,Job Opportunities,-1.6034955897121752,-0.02405535082323114,Study Permit,Work Permit,None,-2.480614768496807,0
Canada,USA,Arts,-1.973212305870956,Yes,Political Stability,-2.3868367433027586,0.04551674541195814,J1,Work Permit,TOEFL,0.8521281766952946,0
Canada,UAE,Social Sciences,1.8013756301253763,Yes,Higher Ranking,1.4868790177040594,-1.610719488593035,Schengen Student Visa,Blue Card,PTE,-0.15046513112703924,0
UK,Canada,Natural Sciences,1.8057496537568463,Yes,Job Opportunities,1.512785497378548,-1.8854482534251376,F1,PSW,PTE,0.23968884260828596,1
USA,Ireland,Arts,-1.8598518437789162,No,Quality of Life,-0.8130006255027795,-0.6684035053654007,Study Permit,PSW,PTE,1.0833951228910716,1
Canada,Ireland,Arts,-0.020292835428638106,Yes,Higher Ranking,-0.7322412232898627,0.5514283573264851,Tier 4,Blue Card,TOEFL,0.4880040139552307,1
USA,UK,Law,-0.03797313892566823,Yes,Higher Ranking,0.7297206741899406,0.4068638339703616,J1,Post-Study Visa,TOEFL,0.5355297042206503,1
Finland,UAE,Medicine,-1.7755883943281436,Yes,Quality of Life,-0.7540158427802515,0.7025318564769756,Student Visa,Post-Study Visa,IELTS,1.1214926537004186,1
Canada,South Africa,Social Sciences,0.8886776764738328,Yes,Job Opportunities,-0.02758610105280735,0.1845900682011799,J1,Work Permit,IELTS,-2.47683635582795,0
UAE,UK,Business,-0.015604843551302474,Yes,Job Opportunities,-0.842099620722881,1.0031860441410294,F1,PSW,PTE,0.8866387493587187,1
UAE,Finland,Medicine,1.7796589931383175,Yes,Job Opportunities,2.2913728445199206,1.9790596863236454,Schengen Student Visa,PSW,TOEFL,0.010863625026708179,1
Russia,USA,Medicine,1.7922486554694643,Yes,Quality of Life,2.323952226017948,-1.428122021872189,Schengen Student Visa,Post-Study Visa,Duolingo,0.708912842712537,0
Ireland,India,Arts,-0.8900706802309458,Yes,Quality of Life,-0.8431355196006856,-1.6046959742619364,F1,Blue Card,IELTS,0.7989360112269004,0
USA,UK,Law,-0.944489247836355,Yes,Higher Ranking,-1.580607436069131,-2.1296240088194485,F1,OPT,None,1.409500596888328,1
South Africa,Russia,Business,0.9056398480250115,Yes,Quality of Life,1.5899181028237737,-0.8440200383654761,Study Permit,Blue Card,None,1.3931020420785383,1
India,Finland,Medicine,-0.8543927837326591,Yes,Political Stability,-0.8726388380433312,-0.8293970908593599,Tier 4,Blue Card,IELTS,0.2668547467099141,0
Ireland,Finland,Law,-0.8768373849888801,No,Scholarship,-0.05191046505000142,-0.47355232597274394,F1,OPT,PTE,0.0220939766296376,0
Canada,Finland,Medicine,0.9246988271661869,No,Scholarship,0.8113031695194378,-0.10993722427070615,Tier 4,Work Permit,IELTS,0.9783770060386572,1
South Africa,UAE,Business,0.9473161428655014,No,Scholarship,1.4821167866767457,-0.7238858722869178,Tier 4,PSW,PTE,0.38396993551072645,0
India,UK,Computer Science,-1.8966804588882522,No,Political Stability,-0.8520835505573834,1.437501115145244,Student Visa,PSW,None,-2.455915753018897,0
USA,Germany,Computer Science,-0.8581636497760453,No,Scholarship,-0.06645051565792114,-0.004769933321686778,Tier 4,Blue Card,Duolingo,-2.448848752903394,0
USA,Russia,Computer Science,0.8710058951081979,No,Job Opportunities,0.8246663689991514,0.7036858111466955,Student Visa,PSW,None,-2.483771835714315,0
Germany,Canada,Business,-0.9389191770140587,No,Quality of Life,-0.8275653898738402,0.2151327918957537,Tier 4,Work Permit,TOEFL,1.3589945117925804,0
UK,India,Business,1.7523533883882252,No,Higher Ranking,1.496649158892501,-0.5654124056999212,Schengen Student Visa,Work Permit,Duolingo,0.2579146310339228,1
Russia,Germany,Engineering,0.8517029320644743,No,Higher Ranking,0.759872439853559,1.8536622735284636,Study Permit,OPT,IELTS,0.8101855985985957,0
UAE,Russia,Natural Sciences,-0.016783369645983426,Yes,Political Stability,-0.8168705262734796,-2.1694685573721944,Tier 4,OPT,Duolingo,0.6711411994724178,0
Ireland,USA,Natural Sciences,0.8803991309296596,No,Political Stability,0.017861035943665064,1.3404511827271262,Study Permit,OPT,None,-2.385313600960152,0
India,South Africa,Medicine,0.8807468510325989,No,Scholarship,1.6280898121428125,-1.174755980506641,Tier 4,OPT,Duolingo,0.07429304142128698,1
South Africa,UK,Business,-0.935507397245795,Yes,Quality of Life,-0.8312905084238029,-1.3548477372661467,J1,Blue Card,None,0.9625143567162932,1
Ireland,UK,Engineering,-1.8707448273351621,Yes,Scholarship,-1.5425983030245667,-1.2511340769445245,Tier 4,Blue Card,IELTS,-0.15524810990518106,0
Canada,Finland,Medicine,-0.9041125177747371,Yes,Scholarship,-0.10886118505610244,1.1124051088491582,F1,OPT,TOEFL,0.38207700301729286,1
Finland,Russia,Arts,-1.8918611234060467,No,Quality of Life,-0.8511883502057238,0.23505482494269017,Tier 4,Blue Card,PTE,0.44223105411477137,1
UAE,Germany,Business,-1.7721434868300028,No,Job Opportunities,-2.392447142029968,0.5121176865427861,Study Permit,PSW,None,-2.4822548838042655,1
Ireland,Canada,Arts,-1.8603250886183547,Yes,Political Stability,-0.8373569767946234,1.92572365353813,Student Visa,OPT,TOEFL,0.29138357065591497,0
UK,UAE,Social Sciences,0.86492992234794,Yes,Political Stability,-0.05628501094937227,-2.0871666631004375,Tier 4,PSW,None,-2.5832046673017874,0
UAE,India,Medicine,-1.8907875435258084,Yes,Higher Ranking,-1.5381825104570666,-1.150844953223473,Tier 4,OPT,None,1.243055625264058,0
Finland,Finland,Computer Science,-0.9591014156798935,Yes,Quality of Life,-1.5862905487394363,-1.5897390542115353,Study Permit,Blue Card,None,0.5526114703255112,0
UAE,UAE,Computer Science,-1.9054370463116024,Yes,Quality of Life,-0.9194544358339183,0.2947909282893306,Schengen Student Visa,Blue Card,None,-2.543305513248199,0
Canada,UAE,Computer Science,1.7782343100233973,Yes,Scholarship,2.2882836050283637,-0.006643628794461079,Student Visa,Work Permit,IELTS,0.8358212670399345,0
UAE,Finland,Natural Sciences,0.9138627921141032,No,Job Opportunities,0.7948228891447064,1.3991463140526594,Student Visa,Work Permit,Duolingo,-0.0941679466754384,0
UAE,USA,Social Sciences,-1.8563904619376732,No,Higher Ranking,-2.345402880670161,0.5872907141545145,J1,Work Permit,Duolingo,0.8890482594193224,1
India,Finland,Law,0.00343013718514964,No,Scholarship,0.7355419323314594,0.5264460349073291,F1,OPT,TOEFL,-2.401916561189736,1
Ireland,UAE,Arts,-1.8339732348571045,Yes,Political Stability,-1.5807067509683521,0.636420984232854,Schengen Student Visa,Blue Card,IELTS,0.4499490231468468,1
Finland,UAE,Engineering,-0.8918858812555217,Yes,Scholarship,-0.7893208225997455,-2.2145676875132585,Schengen Student Visa,Post-Study Visa,Duolingo,0.6688315593644598,0
USA,UAE,Natural Sciences,1.7717370177422604,Yes,Scholarship,1.5860238662687727,-1.4579844885273647,F1,PSW,TOEFL,-2.501845951972233,1
Finland,UAE,Computer Science,-1.7918928752740215,Yes,Quality of Life,-2.3289266230670784,1.8080407464801174,Study Permit,OPT,PTE,-0.23896478278053102,1
India,Ireland,Natural Sciences,-0.024991504651837686,Yes,Job Opportunities,-0.8969457034665622,0.7888395163024686,Schengen Student Visa,OPT,None,-2.411298751358838,1
Russia,Germany,Arts,-1.8221269295538862,No,Scholarship,-1.5770839112629844,-1.4127408608551435,Tier 4,Blue Card,PTE,0.3003577094431159,1
Canada,Finland,Computer Science,0.04174036181987515,No,Quality of Life,0.7485796140455501,1.708616176417339,Study Permit,Blue Card,IELTS,-2.5476151644771483,1
Russia,UK,Natural Sciences,0.7675711270367961,No,Political Stability,-0.0682563934012761,-0.5514510986077847,Tier 4,Work Permit,PTE,0.6515402290988194,1
South Africa,India,Engineering,-0.964523962350769,Yes,Scholarship,-0.8393148965221662,0.521606026948755,Schengen Student Visa,Post-Study Visa,Duolingo,0.28707157121890703,1
Germany,UAE,Social Sciences,1.8190312359043506,Yes,Job Opportunities,0.7433034982716066,-0.6286544948806686,F1,OPT,IELTS,0.11731104140753656,1
Germany,India,Business,0.040310118789326214,Yes,Scholarship,0.7557384037767443,-1.7772600132338146,J1,OPT,PTE,0.2780983967330943,1
Russia,Finland,Law,-0.005431578087867333,Yes,Quality of Life,0.02154130286270432,0.8263609956595867,Tier 4,Post-Study Visa,Duolingo,0.46827999313329294,1
Ireland,Germany,Engineering,0.9085254537193358,Yes,Job Opportunities,0.04604214123581603,-0.47525415019482464,F1,Post-Study Visa,None,-2.4432267225272386,1
Russia,Germany,Business,-0.011033385121113794,Yes,Quality of Life,0.7731391487904004,-1.4958299823920074,J1,Post-Study Visa,IELTS,-0.3644828770675565,1
Germany,UAE,Business,-0.957226436935439,Yes,Political Stability,-1.5776664693705755,1.586043639071493,Study Permit,Post-Study Visa,Duolingo,-2.5259516177950787,1
UAE,UK,Engineering,0.8530161898093338,Yes,Quality of Life,0.6796664588531574,0.17416112430435585,Schengen Student Visa,Post-Study Visa,IELTS,1.224202864739445,1
Russia,India,Arts,0.9746941006614093,Yes,Job Opportunities,1.5773282756980476,0.2638492287759407,F1,Work Permit,TOEFL,0.013907279957444223,0
UK,India,Medicine,-0.938970748951566,No,Higher Ranking,-0.039717534527878275,-1.362562171750337,Tier 4,OPT,Duolingo,-0.16912410798747435,0
UAE,India,Business,0.048828402888738916,No,Political Stability,0.8457251295088061,-0.8686814464831781,Study Permit,Blue Card,IELTS,1.103428200760693,0
South Africa,Russia,Natural Sciences,1.7720452533739544,Yes,Scholarship,0.7561310052059609,0.2855528611985837,Study Permit,Blue Card,None,-2.5445427579056,0
Ireland,UK,Medicine,0.013072177077003302,Yes,Scholarship,-0.81825952840555,0.501417437105775,F1,Blue Card,IELTS,-0.11724423690906671,0
UAE,Germany,Law,-0.9268450044330971,Yes,Quality of Life,-0.8041321650725386,-1.75077403123913,Tier 4,PSW,PTE,0.5738076059785593,0
UAE,UK,Computer Science,-1.889796808154013,Yes,Job Opportunities,-0.7518247719972383,0.949892896035087,F1,Post-Study Visa,TOEFL,0.32944799326878615,1
UAE,Germany,Computer Science,-0.9366315639237869,Yes,Job Opportunities,-0.07881853422443705,-0.830891296695651,F1,Blue Card,IELTS,0.7266879999537176,0
